performance
7.413320
7.839721
0
1.129606
0
3.174794
0
0
0
0
0
0
0
0
0
0
0.236479
0
0
0
0
5.948643
0
1.819276
0
0
0
0
0.536427
0
6.202368
0.523113
0
0
18.591765
0
0
0.516822
0
0
0
0
0
0
0
0
18.500878
0
0
1.035551
0
0
0
0
0
0
0.536049
6.242164
0.519865
18.079427
0.516375
0
18.544474
4.361541
0
0
0
0
0
0
0
0
5.996797
0
0
5.902525
0
0
0
0
0
0.533031
0
0.516786
0
0
18.394792
5.931988
4.362749
0
0
0
17.290740
0
0
17.866320
0
0
17.956354
0
0
18.650733
0.522367
18.564810
0.518435
18.793687
4.356335
5.953595
0
0
0
0
14.291475
0
0
0
0
6.241416
0
0.535652
6.065469
0
18.335447
0
17.984264
0
0
0
0
0.500474
0
0.517571
18.639161
0.518872
4.431379
0
5.954998
0
0
0
0
18.396902
5.962228
18.346307
0
17.518050
0.489593
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.198314
5.975640
17.208356
0
0
0
14.995228
17.026473
0
0.521624
18.372709
0.520783
0
17.935965
0
17.912781
0
0
0.519461
16.987769
0.516832
0
17.726482
15.588550
0
0
0
0
0
0.530006
0
0
17.981784
0
0
17.240711
0.501089
14.992096
0
0
0
0
0.531716
0
17.770300
0.526709
0.504471
0
0
0
0
0
0.532154
0
17.586828
0.526215
0.502621
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.533289
0
0.521434
0.499939
0
17.151627
0
17.307139
0
0.535581
5.828852
0.534890
0
17.923940
16.925564
0
0
0
17.669869
16.462615
16.723546
0
0
0
0
0
0
0
0
0
17.067928
16.461424
17.379689
16.823386
16.634257
17.563680
17.463669
5.784130
4.213439
16.646910
5.880840
16.796587
18.815937
17.760871
18.105130
18.510163
16.908447
0.520998
6.008237
17.070973
16.662710
7.413320
7.839721
0
1.129606
0
3.174794
0
0
0
0
0
0
0
0
0
0
0.236479
0
0
0
0
5.948643
0
1.819276
0
0
0
0
0.536427
0
6.202368
0.523113
0
0
18.591765
0
0
0.516822
0
0
0
0
0
0
0
0
18.500878
0
0
1.035551
0
0
0
0
0
0
0.536049
6.242164
0.519865
18.079427
0.516375
0
18.544474
4.361541
0
0
0
0
0
0
0
0
5.996797
0
0
5.902525
0
0
0
0
0
0.533031
0
0.516786
0
0
18.394792
5.931988
4.362749
0
0
0
17.290740
0
0
17.866320
0
0
17.956354
0
0
18.650733
0.522367
18.564810
0.518435
18.793687
4.356335
5.953595
0
0
0
0
14.291475
0
0
0
0
6.241416
0
0.535652
6.065469
0
18.335447
0
17.984264
0
0
0
0
0.500474
0
0.517571
18.639161
0.518872
4.431379
0
5.954998
0
0
0
0
18.396902
5.962228
18.346307
0
17.518050
0.489593
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.198314
5.975640
17.208356
0
0
0
14.995228
17.026473
0
0.521624
18.372709
0.520783
0
17.935965
0
17.912781
0
0
0.519461
16.987769
0.516832
0
17.726482
15.588550
0
0
0
0
0
0.530006
0
0
17.981784
0
0
17.240711
0.501089
14.992096
0
0
0
0
0.531716
0
17.770300
0.526709
0.504471
0
0
0
0
0
0.532154
0
17.586828
0.526215
0.502621
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.533289
0
0.521434
0.499939
0
17.151627
0
17.307139
0
0.535581
5.828852
0.534890
0
17.923940
16.925564
0
0
0
17.669869
16.462615
16.723546
0
0
0
0
0
0
0
0
0
17.067928
16.461424
17.379689
16.823386
16.634257
17.563680
17.463669
5.784130
4.213439
16.646910
5.880840
16.796587
18.815937
17.760871
18.105130
18.510163
16.908447
0.520998
6.008237
17.070973
16.662710
