performance
0
0.236479
0.516822
0.523113
0.536427
1.035551
1.129606
1.819276
3.174794
5.948643
6.202368
7.413320
7.839721
18.500878
18.591765
0
0.516375
0.519865
0.536049
4.361541
5.902525
5.996797
6.242164
18.079427
18.544474
0
0.500474
0.516786
0.518435
0.522367
0.533031
0.535652
4.356335
4.362749
5.931988
5.953595
6.065469
6.241416
14.291475
17.290740
17.866320
17.956354
17.984264
18.335447
18.394792
18.564810
18.650733
18.793687
0
0.489593
0.517571
0.518872
4.431379
5.954998
5.962228
17.518050
18.346307
18.396902
18.639161
0
0.520783
0.521624
4.198314
5.975640
14.995228
17.026473
17.208356
17.912781
17.935965
18.372709
18.793687
0
0.501089
0.516832
0.519461
0.530006
14.992096
15.588550
16.987769
17.240711
17.726482
17.981784
18.793687
0
0.504471
0.526709
0.531716
17.770300
18.793687
0
0.502621
0.526215
0.532154
17.586828
18.793687
0
0.499939
0.521434
0.533289
0.534890
0.535581
5.828852
17.151627
17.307139
18.793687
0
16.925564
17.923940
18.793687
0
16.462615
16.723546
17.669869
18.793687
0
16.461424
16.634257
16.823386
17.067928
17.379689
18.793687
0
4.213439
5.784130
5.880840
16.646910
17.463669
17.563680
18.793687
0
16.796587
17.760871
18.105130
18.815937
18.793687
0
16.908447
18.510163
18.793687
0
0.520998
6.008237
16.662710
17.070973
18.793687
