performance
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.046946
7.142073
7.196050
8.895302
11.717144
13.590865
30.814188
37.595497
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.901876
1.382596
3.046194
7.139435
7.195087
10.649875
17.666922
37.668765
116.819964
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.026615
1.382809
2.465651
4.706303
5.669503
5.739678
23.297029
45.525931
65.707455
117.834078
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.010991
1.382044
9.849229
23.227490
27.830666
45.667200
117.787750
130.270025
0
0
0
0
0
0
0
0
0
0
13.651600
24.128908
27.818852
40.902082
45.271393
65.067312
118.029716
130.249798
130.270025
0
0
0
0
0
0
0
0
0
27.835838
45.130615
118.013112
129.481802
130.270025
0
0
0
0
45.283612
129.405899
130.270025
0
45.882011
130.245754
130.270025
0
129.361996
130.270025
1.342666
3.978340
8.896774
17.930123
32.688067
40.950002
65.104681
92.679512
117.149513
119.410790
129.955198
130.270025
