performance
54.940571
30.284795
0
0
54.566640
0
0
0
0
0
0
0
0
0
13.146760
0
0
30.223173
13.171610
29.977160
0
35.934067
0
46.405269
0
7.058532
0
0
0
0
0
0
0
0
0
54.864034
0
2.924568
0
2.851346
0
0
0
100.786533
0
0
0
0
0
53.891491
23.232375
0
0
0
0.952962
0
0
0
0
0
0
0
0
54.960504
2.926013
2.797437
100.943743
0
0
0
0
0
0
0
0
0
0
0
0
54.675315
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
54.800976
2.845016
100.073985
0
26.600787
0.984468
0
0
0
0.994428
0
2.923879
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
58.756689
0
0
0.934347
6.155313
0
0
0
0
0
1.314299
0
0
0
0
0
26.790361
0
0
0
0
0
0
36.808587
0.984605
0.997021
0
0
195.546625
0
0
0
0
0
2.837940
100.719220
26.600787
25.129535
0
0
24.567999
0
0
0
0
54.764529
0
0
0
0
0
0
0
0
0.995860
0
0
0
0.999296
0
0
0
0
0.984496
195.336311
0
0
0
41.799849
0
0
71.816892
103.468375
41.588756
0
149.994779
0
71.919487
0
0.984611
71.896641
0
0
0
0
71.822541
0.984677
102.369540
0
42.706213
0
0
0
0
0
0
0
84.670072
0
150.243445
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
41.688285
22.847441
0
0
0
0
0
0
0
0
0
0
58.483613
0
0
0
0
0
0
0
0
0
0
0
84.551500
0
0
0
149.106289
0
0
0
84.733414
0
0
0
84.543671
0
84.709670
0
6.498552
42.625853
150.268508
22.883797
0
0
